POSIX,Digital Pins,Light State,Wheel Analog,Sync Pulse,Camera Pulse
1740614748065998,255,1,1.680,1,1
1740614748085605,255,1,1.680,1,1
1740614748105212,255,1,1.679,1,1
1740614748124819,255,1,1.683,1,1
1740614748144426,255,1,1.679,1,1
1740614748164033,255,1,1.680,1,1
1740614748183640,255,1,1.680,1,1
1740614748203247,255,1,1.684,1,1
1740614748222854,255,1,1.684,1,1
1740614748242461,255,1,1.680,1,1
1740614748262068,255,1,1.680,1,1
1740614748281675,255,1,1.680,1,1
1740614748301282,255,1,1.684,1,1
1740614748320889,255,1,1.682,1,1
1740614748340496,255,1,1.675,1,1
1740614748360103,255,1,1.679,1,1
1740614748379710,255,1,1.681,1,1
1740614748399317,255,1,1.684,1,1
1740614748418924,255,1,1.683,1,1
1740614748438531,255,1,1.681,1,1
1740614748458138,255,1,1.680,1,1
1740614748477745,255,1,1.679,1,1
1740614748497352,255,1,1.683,1,1
1740614748516959,255,1,1.684,1,1
1740614748536566,255,1,1.679,1,1
1740614748556173,255,1,1.679,1,1
1740614748575780,255,1,1.680,1,1
1740614748595387,255,1,1.684,1,1
1740614748614994,255,1,1.683,1,1
1740614748634601,255,1,1.683,1,1
1740614748654208,255,1,1.680,1,1
1740614748673815,255,1,1.680,1,1
1740614748693422,255,1,1.683,1,1
1740614748713029,255,1,1.683,1,1
1740614748732636,255,1,1.684,1,1
1740614748752243,255,1,1.680,1,1
1740614748771850,255,1,1.675,1,1
1740614748791457,255,1,1.683,1,1
1740614748811064,255,1,1.684,1,1
1740614748830671,255,1,1.683,1,1
1740614748850278,255,1,1.679,1,1
1740614748869885,255,1,1.680,1,1
1740614748889492,255,1,1.683,1,1
1740614748909099,255,1,1.684,1,1
1740614748928706,255,1,1.684,1,1
1740614748948313,255,1,1.680,1,1
1740614748967920,255,1,1.680,1,1
1740614748987527,255,1,1.684,1,1
1740614749007134,255,1,1.684,1,1
1740614749026741,255,1,1.683,1,1
1740614749046348,255,1,1.679,1,1
1740614749065955,255,1,1.681,1,1
1740614749085562,255,1,1.680,1,1
1740614749105169,255,1,1.684,1,1
1740614749124776,255,1,1.683,1,1
1740614749144383,255,1,1.680,1,1
1740614749163990,255,1,1.681,1,1
1740614749183597,255,1,1.680,1,1
1740614749203204,255,1,1.682,1,1
1740614749222811,255,1,1.683,1,1
1740614749242418,255,1,1.680,1,1
1740614749262025,255,1,1.680,1,1
1740614749281632,255,1,1.680,1,1
1740614749301239,255,1,1.684,1,1
1740614749320846,255,1,1.683,1,1
1740614749340453,255,1,1.680,1,1
1740614749360060,255,1,1.680,1,1
1740614749379667,255,1,1.680,1,1
1740614749399274,255,1,1.684,1,1
1740614749418881,255,1,1.684,1,1
1740614749438488,255,1,1.676,1,1
1740614749458095,255,1,1.680,1,1
1740614749477702,255,1,1.680,1,1
1740614749497309,255,1,1.683,1,1
1740614749516916,255,1,1.683,1,1
1740614749536523,255,1,1.680,1,1
1740614749556130,255,1,1.680,1,1
1740614749575737,255,1,1.680,1,1
1740614749595344,255,1,1.684,1,1
1740614749614951,255,1,1.684,1,1
1740614749634558,255,1,1.684,1,1
1740614749654165,255,1,1.679,1,1
1740614749673772,255,1,1.680,1,1
1740614749693379,255,1,1.683,1,1
1740614749712986,255,1,1.683,1,1
1740614749732593,255,1,1.683,1,1
1740614749752200,255,1,1.679,1,1
1740614749771807,255,1,1.680,1,1
1740614749791414,255,1,1.684,1,1
1740614749811021,255,1,1.684,1,1
1740614749830628,255,1,1.684,1,1
1740614749850235,255,1,1.680,1,1
1740614749869842,255,1,1.678,1,1
1740614749889449,255,1,1.684,1,1
1740614749909056,255,1,1.684,1,1
1740614749928663,255,1,1.683,1,1
1740614749948270,255,1,1.679,1,1
1740614749967877,255,1,1.680,1,1
1740614749987484,255,1,1.683,1,1
1740614750007091,255,1,1.684,1,1
1740614750026698,255,1,1.683,1,1
1740614750046305,255,1,1.676,1,1
1740614750065912,255,1,1.680,1,1
1740614750085519,255,1,1.680,1,1
1740614750105126,255,1,1.682,1,1
1740614750124733,255,1,1.684,1,1
1740614750144340,255,1,1.680,1,1
1740614750163947,255,1,1.680,1,1
1740614750183554,255,1,1.680,1,1
1740614750203161,255,1,1.684,1,1
1740614750222768,255,1,1.684,1,1
1740614750242375,255,1,1.680,1,1
1740614750261982,255,1,1.680,1,1
1740614750281589,255,1,1.679,1,1
1740614750301196,255,1,1.683,1,1
1740614750320803,255,1,1.683,1,1
1740614750340410,255,1,1.679,1,1
1740614750360017,255,1,1.680,1,1
1740614750379624,255,1,1.680,1,1
1740614750399231,255,1,1.684,1,1
1740614750418838,255,1,1.684,1,1
1740614750438445,255,1,1.680,1,1
1740614750458052,255,1,1.681,1,1
1740614750477659,255,1,1.680,1,1
1740614750497266,255,1,1.683,1,1
1740614750516873,255,1,1.683,1,1
1740614750536480,255,1,1.679,1,1
1740614750556087,255,1,1.680,1,1
1740614750575694,255,1,1.681,1,1
1740614750595301,255,1,1.684,1,1
1740614750614908,255,1,1.684,1,1
1740614750634515,255,1,1.684,1,1
1740614750654122,255,1,1.680,1,1
1740614750673729,255,1,1.679,1,1
1740614750693336,255,1,1.683,1,1
1740614750712943,255,1,1.684,1,1
1740614750732550,255,1,1.684,1,1
1740614750752157,255,1,1.680,1,1
1740614750771764,255,1,1.679,1,1
1740614750791371,255,1,1.684,1,1
1740614750810978,255,1,1.683,1,1
1740614750830585,255,1,1.683,1,1
1740614750850192,255,1,1.681,1,1
1740614750869799,255,1,1.680,1,1
1740614750889406,255,1,1.683,1,1
1740614750909013,255,1,1.684,1,1
1740614750928620,255,1,1.683,1,1
1740614750948227,255,1,1.679,1,1
1740614750967834,255,1,1.680,1,1
1740614750987441,255,1,1.684,1,1
1740614751007048,255,1,1.684,1,1
1740614751026655,255,1,1.683,1,1
1740614751046262,255,1,1.680,1,1
1740614751065869,255,1,1.680,1,1
1740614751085476,255,1,1.679,1,1
1740614751105083,255,1,1.684,1,1
1740614751124690,255,1,1.683,1,1
1740614751144297,255,1,1.680,1,1
1740614751163904,255,1,1.680,1,1
1740614751183511,255,1,1.680,1,1
1740614751203118,255,1,1.684,1,1
1740614751222725,255,1,1.684,1,1
1740614751242332,255,1,1.680,1,1
1740614751261939,255,1,1.681,1,1
1740614751281546,255,1,1.680,1,1
1740614751301153,255,1,1.683,1,1
1740614751320760,255,1,1.683,1,1
1740614751340367,255,1,1.679,1,1
1740614751359974,255,1,1.680,1,1
1740614751379581,255,1,1.680,1,1
1740614751399188,255,1,1.684,1,1
1740614751418795,255,1,1.684,1,1
1740614751438402,255,1,1.680,1,1
1740614751458009,255,1,1.679,1,1
1740614751477616,255,1,1.680,1,1
1740614751497223,255,1,1.682,1,1
1740614751516830,255,1,1.684,1,1
1740614751536437,255,1,1.680,1,1
1740614751556044,255,1,1.680,1,1
1740614751575651,255,1,1.680,1,1
1740614751595258,255,1,1.684,1,1
1740614751614865,255,1,1.681,1,1
1740614751634472,255,1,1.683,1,1
1740614751654079,255,1,1.680,1,1
1740614751673686,255,1,1.680,1,1
1740614751693293,255,1,1.684,1,1
1740614751712900,255,1,1.683,1,1
1740614751732507,255,1,1.683,1,1
1740614751752114,255,1,1.680,1,1
1740614751771721,255,1,1.681,1,1
1740614751791328,255,1,1.683,1,1
1740614751810935,255,1,1.684,1,1
1740614751830542,255,1,1.684,1,1
1740614751850149,255,1,1.680,1,1
1740614751869756,255,1,1.680,1,1
1740614751889363,255,1,1.683,1,1
1740614751908970,255,1,1.683,1,1
1740614751928577,255,1,1.683,1,1
1740614751948184,255,1,1.679,1,1
1740614751967791,255,1,1.680,1,1
1740614751987398,255,1,1.684,1,1
1740614752007005,255,1,1.683,1,1
1740614752026612,255,1,1.684,1,1
1740614752046219,255,1,1.680,1,1
1740614752065826,255,1,1.679,1,1
1740614752085433,255,1,1.680,1,1
1740614752105040,255,1,1.683,1,1
1740614752124647,255,1,1.684,1,1
1740614752144254,255,1,1.680,1,1
1740614752163861,255,1,1.680,1,1
1740614752183468,255,1,1.681,1,1
1740614752203075,255,1,1.684,1,1
1740614752222682,255,1,1.684,1,1
1740614752242289,255,1,1.680,1,1
1740614752261896,255,1,1.680,1,1
1740614752281503,255,1,1.675,1,1
1740614752301110,255,1,1.682,1,1
1740614752320717,255,1,1.683,1,1
1740614752340324,255,1,1.680,1,1
1740614752359931,255,1,1.675,1,1
1740614752379538,255,1,1.676,1,1
1740614752399145,255,1,1.683,1,1
1740614752418752,255,1,1.683,1,1
1740614752438359,255,1,1.681,1,1
1740614752457966,255,1,1.681,1,1
1740614752477573,255,1,1.679,1,1
1740614752497180,255,1,1.683,1,1
1740614752516787,255,1,1.683,1,1
1740614752536394,255,1,1.679,1,1
1740614752556001,255,1,1.680,1,1
1740614752575608,255,1,1.680,1,1
1740614752595215,255,1,1.684,1,1
1740614752614822,255,1,1.684,1,1
1740614752634429,255,1,1.684,1,1
1740614752654036,255,1,1.676,1,1
1740614752673643,255,1,1.680,1,1
1740614752693250,255,1,1.678,1,1
1740614752712857,255,1,1.679,1,1
1740614752732464,255,1,1.683,1,1
1740614752752071,255,1,1.680,1,1
1740614752771678,255,1,1.680,1,1
1740614752791285,255,1,1.684,1,1
1740614752810892,255,1,1.683,1,1
1740614752830499,255,1,1.683,1,1
1740614752850106,255,1,1.681,1,1
1740614752869713,255,1,1.681,1,1
1740614752889320,255,1,1.684,1,1
1740614752908927,255,1,1.683,1,1
1740614752928534,255,1,1.683,1,1
1740614752948141,255,1,1.675,1,1
1740614752967748,255,1,1.681,1,1
1740614752987355,255,1,1.683,1,1
1740614753006962,255,1,1.684,1,1
1740614753026569,255,1,1.683,1,1
1740614753046176,255,1,1.680,1,1
1740614753065783,255,1,1.680,1,1
1740614753085390,255,1,1.679,1,1
1740614753104997,255,1,1.683,1,1
1740614753124604,255,1,1.684,1,1
1740614753144211,255,1,1.679,1,1
1740614753163818,255,1,1.675,1,1
1740614753183425,255,1,1.680,1,1
1740614753203032,255,1,1.684,1,1
1740614753222639,255,1,1.684,1,1
1740614753242246,255,1,1.681,1,1
1740614753261853,255,1,1.680,1,1
1740614753281460,255,1,1.680,1,1
1740614753301067,255,1,1.683,1,1
1740614753320674,255,1,1.683,1,1
1740614753340281,255,1,1.679,1,1
1740614753359888,255,1,1.680,1,1
1740614753379495,255,1,1.676,1,1
1740614753399102,255,1,1.683,1,1
1740614753418709,255,1,1.684,1,1
1740614753438316,255,1,1.681,1,1
1740614753457923,255,1,1.681,1,1
1740614753477530,255,1,1.679,1,1
1740614753497137,255,1,1.683,1,1
1740614753516744,255,1,1.682,1,1
1740614753536351,255,1,1.680,1,1
1740614753555958,255,1,1.680,1,1
1740614753575565,255,1,1.675,1,1
1740614753595172,255,1,1.678,1,1
1740614753614779,255,1,1.674,1,1
1740614753634386,255,1,1.683,1,1
1740614753653993,255,1,1.680,1,1
1740614753673600,255,1,1.680,1,1
1740614753693207,255,1,1.684,1,1
1740614753712814,255,1,1.684,1,1
1740614753732421,255,1,1.683,1,1
1740614753752028,255,1,1.680,1,1
1740614753771635,255,1,1.680,1,1
1740614753791242,255,1,1.683,1,1
1740614753810849,255,1,1.682,1,1
1740614753830456,255,1,1.683,1,1
1740614753850063,255,1,1.680,1,1
1740614753869670,255,1,1.680,1,1
1740614753889277,255,1,1.684,1,1
1740614753908884,255,1,1.683,1,1
1740614753928491,255,1,1.684,1,1
1740614753948098,255,1,1.680,1,1
1740614753967705,255,1,1.679,1,1
1740614753987312,255,1,1.682,1,1
1740614754006919,255,1,1.684,1,1
1740614754026526,255,1,1.683,1,1
1740614754046133,255,1,1.676,1,1
1740614754065740,255,1,1.680,1,1
1740614754085347,255,1,1.679,1,1
1740614754104954,255,1,1.683,1,1
1740614754124561,255,1,1.684,1,1
1740614754144168,255,1,1.680,1,1
1740614754163775,255,1,1.681,1,1
1740614754183382,255,1,1.680,1,1
1740614754202989,255,1,1.684,1,1
1740614754222596,255,1,1.683,1,1
1740614754242203,255,1,1.680,1,1
1740614754261810,255,1,1.677,1,1
1740614754281417,255,1,1.679,1,1
1740614754301024,255,1,1.683,1,1
1740614754320631,255,1,1.684,1,1
1740614754340238,255,1,1.682,1,1
1740614754359845,255,1,1.679,1,1
1740614754379452,255,1,1.679,1,1
1740614754399059,255,1,1.683,1,1
1740614754418666,255,1,1.683,1,1
1740614754438273,255,1,1.679,1,1
1740614754457880,255,1,1.681,1,1
1740614754477487,255,1,1.679,1,1
1740614754497094,255,1,1.683,1,1
1740614754516701,255,1,1.683,1,1
1740614754536308,255,1,1.681,1,1
1740614754555915,255,1,1.680,1,1
1740614754575522,255,1,1.679,1,1
1740614754595129,255,1,1.683,1,1
1740614754614736,255,1,1.684,1,1
1740614754634343,255,1,1.684,1,1
1740614754653950,255,1,1.680,1,1
1740614754673557,255,1,1.681,1,1
1740614754693164,255,1,1.683,1,1
1740614754712771,255,1,1.680,1,1
1740614754732378,255,1,1.683,1,1
1740614754751985,255,1,1.680,1,1
1740614754771592,255,1,1.680,1,1
1740614754791199,255,1,1.683,1,1
1740614754810806,255,1,1.683,1,1
1740614754830413,255,1,1.683,1,1
1740614754850020,255,1,1.681,1,1
1740614754869627,255,1,1.680,1,1
1740614754889234,255,1,1.684,1,1
1740614754908841,255,1,1.683,1,1
1740614754928448,255,1,1.683,1,1
1740614754948055,255,1,1.681,1,1
1740614754967662,255,1,1.680,1,1
1740614754987269,255,1,1.683,1,1
1740614755006876,255,1,1.683,1,1
1740614755026483,255,1,1.683,1,1
1740614755046090,255,1,1.680,1,1
1740614755065697,255,1,1.681,1,1
1740614755085304,255,1,1.675,1,1
1740614755104911,255,1,1.684,1,1
1740614755124518,255,1,1.684,1,1
1740614755144125,255,1,1.679,1,1
1740614755163732,255,1,1.680,1,1
1740614755183339,255,1,1.680,1,1
1740614755202946,255,1,1.684,1,1
1740614755222553,255,1,1.679,1,1
1740614755242160,255,1,1.676,1,1
1740614755261767,255,1,1.676,1,1
1740614755281374,255,1,1.679,1,1
1740614755300981,255,1,1.684,1,1
1740614755320588,255,1,1.684,1,1
1740614755340195,255,1,1.680,1,1
1740614755359802,255,1,1.679,1,1
1740614755379409,255,1,1.675,1,1
1740614755399016,255,1,1.679,1,1
1740614755418623,255,1,1.678,1,1
1740614755438230,255,1,1.676,1,1
1740614755457837,255,1,1.680,1,1
1740614755477444,255,1,1.680,1,1
1740614755497051,255,1,1.679,1,1
1740614755516658,255,1,1.679,1,1
1740614755536265,255,1,1.677,1,1
1740614755555872,255,1,1.675,1,1
1740614755575479,255,1,1.674,1,1
1740614755595086,255,1,1.683,1,1
1740614755614693,255,1,1.683,1,1
1740614755634300,255,1,1.684,1,1
1740614755653907,255,1,1.676,1,1
1740614755673514,255,1,1.676,1,1
1740614755693121,255,1,1.679,1,1
1740614755712728,255,1,1.679,1,1
1740614755732335,255,1,1.678,1,1
1740614755751942,255,1,1.675,1,1
1740614755771549,255,1,1.674,1,1
1740614755791156,255,1,1.678,1,1
1740614755810763,255,1,1.678,1,1
1740614755830370,255,1,1.679,1,1
1740614755849977,255,1,1.676,1,1
1740614755869584,255,1,1.676,1,1
1740614755889191,255,1,1.675,1,1
1740614755908798,255,1,1.669,1,1
1740614755928405,255,1,1.670,1,1
1740614755948012,255,1,1.666,1,1
1740614755967619,255,1,1.661,1,1
1740614755987226,255,1,1.664,1,1
1740614756006833,255,1,1.663,1,1
1740614756026440,255,1,1.665,1,1
1740614756046047,255,1,1.661,1,1
1740614756065654,255,1,1.662,1,1
1740614756085261,255,1,1.660,1,1
1740614756104868,255,1,1.665,1,1
1740614756124475,255,1,1.664,1,1
1740614756144082,255,1,1.661,1,1
1740614756163689,255,1,1.661,1,1
1740614756183296,255,1,1.660,1,1
1740614756202903,255,1,1.664,1,1
1740614756222510,255,1,1.664,1,1
1740614756242117,255,1,1.660,1,1
1740614756261724,255,1,1.661,1,1
1740614756281331,255,1,1.661,1,1
1740614756300938,255,1,1.665,1,1
1740614756320545,255,1,1.664,1,1
1740614756340152,255,1,1.660,1,1
1740614756359759,255,1,1.661,1,1
1740614756379366,255,1,1.660,1,1
1740614756398973,255,1,1.664,1,1
1740614756418580,255,1,1.665,1,1
1740614756438187,255,1,1.661,1,1
1740614756457794,255,1,1.661,1,1
1740614756477401,255,1,1.661,1,1
1740614756497008,255,1,1.664,1,1
1740614756516615,255,1,1.664,1,1
1740614756536222,255,1,1.663,1,1
1740614756555829,255,1,1.661,1,1
1740614756575436,255,1,1.660,1,1
1740614756595043,255,1,1.665,1,1
1740614756614650,255,1,1.664,1,1
1740614756634257,255,1,1.665,1,1
1740614756653864,255,1,1.661,1,1
1740614756673471,255,1,1.658,1,1
1740614756693078,255,1,1.664,1,1
1740614756712685,255,1,1.664,1,1
1740614756732292,255,1,1.665,1,1
1740614756751899,255,1,1.660,1,1
1740614756771506,255,1,1.661,1,1
1740614756791113,255,1,1.665,1,1
1740614756810720,255,1,1.664,1,1
1740614756830327,255,1,1.664,1,1
1740614756849934,255,1,1.662,1,1
1740614756869541,255,1,1.661,1,1
1740614756889148,255,1,1.659,1,1
1740614756908755,255,1,1.664,1,1
1740614756928362,255,1,1.664,1,1
1740614756947969,255,1,1.661,1,1
1740614756967576,255,1,1.661,1,1
1740614756987183,255,1,1.664,1,1
1740614757006790,255,1,1.664,1,1
1740614757026397,255,1,1.664,1,1
1740614757046004,255,1,1.662,1,1
1740614757065611,255,1,1.661,1,1
1740614757085218,255,1,1.656,1,1
1740614757104825,255,1,1.649,1,1
1740614757124432,255,1,1.650,1,1
1740614757144039,255,1,1.641,1,1
1740614757163646,255,1,1.633,1,1
1740614757183253,255,1,1.628,1,1
1740614757202860,255,1,1.622,1,1
1740614757222467,255,1,1.612,1,1
1740614757242074,255,1,1.599,1,1
1740614757261681,255,1,1.589,1,1
1740614757281288,255,1,1.579,1,1
1740614757300895,255,1,1.569,1,1
1740614757320502,255,1,1.559,1,1
1740614757340109,255,1,1.533,1,1
1740614757359716,255,1,1.523,1,1
1740614757379323,255,1,1.509,1,1
1740614757398930,255,1,1.493,1,1
1740614757418537,255,1,1.473,1,1
1740614757438144,255,1,1.452,1,1
1740614757457751,255,1,1.433,1,1
1740614757477358,255,1,1.408,1,1
1740614757496965,255,1,1.389,1,1
1740614757516572,255,1,1.364,1,1
1740614757536179,255,1,1.340,1,1
1740614757555786,255,1,1.305,1,1
1740614757575393,255,1,1.280,1,1
1740614757595000,255,1,1.250,1,1
1740614757614607,255,1,1.216,1,1
1740614757634214,255,1,1.182,1,1
1740614757653821,255,1,1.141,1,1
1740614757673428,255,1,1.104,1,1
1740614757693035,255,1,1.068,1,1
1740614757712642,255,1,1.023,1,1
1740614757732249,255,1,0.981,1,1
1740614757751856,255,1,0.932,1,1
1740614757771463,255,1,0.882,1,1
1740614757791070,255,1,0.838,1,1
1740614757810677,255,1,0.787,1,1
1740614757830284,255,1,0.730,1,1
1740614757849891,255,1,0.671,1,1
1740614757869498,255,1,0.613,1,1
1740614757889105,255,1,0.554,1,1
1740614757908712,255,1,0.495,1,1
1740614757928319,255,1,0.434,1,1
1740614757947926,255,0,0.366,1,1
1740614757967533,255,0,0.294,1,1
1740614757987140,255,0,0.223,1,1
1740614758006747,255,0,0.148,1,1
1740614758026354,255,0,0.067,1,1
1740614758045961,255,1,4.860,1,1
1740614758065568,255,1,4.772,1,1
1740614758085175,255,1,4.691,1,1
1740614758104782,255,1,4.614,1,1
1740614758124389,255,1,4.528,1,1
1740614758143996,255,1,4.428,1,1
1740614758163603,255,1,4.342,1,1
1740614758183210,255,1,4.251,1,1
1740614758202817,255,1,4.170,1,1
1740614758222424,255,1,4.072,1,1
1740614758242031,255,1,3.986,1,1
1740614758261638,255,1,3.891,1,1
1740614758281245,255,1,3.795,1,1
1740614758300852,255,1,3.703,1,1
1740614758320459,255,1,3.607,1,1
1740614758340066,255,1,3.499,1,1
1740614758359673,255,1,3.410,1,1
1740614758379280,255,1,3.315,1,1
1740614758398887,255,1,3.230,1,1
1740614758418494,255,1,3.136,1,1
1740614758438101,255,1,3.026,1,1
1740614758457708,255,1,2.939,1,1
1740614758477315,255,1,2.849,1,1
1740614758496922,255,1,2.759,1,1
1740614758516529,255,1,2.669,1,1
1740614758536136,255,1,2.578,1,1
1740614758555743,255,1,2.479,1,1
1740614758575350,255,1,2.380,1,1
1740614758594957,255,1,2.283,1,1
1740614758614564,255,1,2.188,1,1
1740614758634171,255,1,2.099,1,1
1740614758653778,255,1,1.994,1,1
1740614758673385,255,1,1.903,1,1
1740614758692992,255,1,1.812,1,1
1740614758712599,255,1,1.707,1,1
1740614758732206,255,1,1.607,1,1
1740614758751813,255,1,1.509,1,1
1740614758771420,255,1,1.409,1,1
1740614758791027,255,1,1.316,1,1
1740614758810634,255,1,1.216,1,1
1740614758830241,255,1,1.116,1,1
1740614758849848,255,1,1.003,1,1
1740614758869455,255,1,0.902,1,1
1740614758889062,255,1,0.801,1,1
1740614758908669,255,1,0.701,1,1
1740614758928276,255,1,0.596,1,1
1740614758947883,255,1,0.490,1,1
1740614758967490,255,1,0.375,1,1
1740614758987097,255,0,0.261,1,1
1740614759006704,255,0,0.152,1,1
1740614759026311,255,0,0.048,1,1
1740614759045918,255,1,4.818,1,1
1740614759065525,255,1,4.706,1,1
1740614759085132,255,1,4.588,1,1
1740614759104739,255,1,4.484,1,1
1740614759124346,255,1,4.374,1,1
1740614759143953,255,1,4.252,1,1
1740614759163560,255,1,4.143,1,1
1740614759183167,255,1,4.029,1,1
1740614759202774,255,1,3.921,1,1
1740614759222381,255,1,3.804,1,1
1740614759241988,255,1,3.677,1,1
1740614759261595,255,1,3.562,1,1
1740614759281202,255,1,3.453,1,1
1740614759300809,255,1,3.350,1,1
1740614759320416,255,1,3.239,1,1
1740614759340023,255,1,3.129,1,1
1740614759359630,255,1,3.020,1,1
1740614759379237,255,1,2.912,1,1
1740614759398844,255,1,2.808,1,1
1740614759418451,255,1,2.703,1,1
1740614759438058,255,1,2.589,1,1
1740614759457665,255,1,2.479,1,1
1740614759477272,255,1,2.369,1,1
1740614759496879,255,1,2.259,1,1
1740614759516486,255,1,2.149,1,1
1740614759536093,255,1,2.038,1,1
1740614759555700,255,1,1.932,1,1
1740614759575307,255,1,1.832,1,1
1740614759594914,255,1,1.736,1,1
1740614759614521,255,1,1.636,1,1
1740614759634128,255,1,1.536,1,1
1740614759653735,255,1,1.429,1,1
1740614759673342,255,1,1.324,1,1
1740614759692949,255,1,1.215,1,1
1740614759712556,255,1,1.105,1,1
1740614759732163,255,1,0.990,1,1
1740614759751770,255,1,0.874,1,1
1740614759771377,255,1,0.762,1,1
1740614759790984,255,1,0.649,1,1
1740614759810591,255,1,0.544,1,1
1740614759830198,255,1,0.433,1,1
1740614759849805,255,0,0.321,1,1
1740614759869412,255,0,0.218,1,1
1740614759889019,255,0,0.110,1,1
1740614759908626,255,1,4.883,1,1
1740614759928233,255,1,4.769,1,1
1740614759947840,255,1,4.644,1,1
1740614759967447,255,1,4.524,1,1
1740614759987054,255,1,4.408,1,1
1740614760006661,255,1,4.286,1,1
1740614760026268,255,1,4.162,1,1
1740614760045875,255,1,4.028,1,1
1740614760065482,255,1,3.917,1,1
1740614760085089,255,1,3.804,1,1
1740614760104696,255,1,3.707,1,1
1740614760124303,255,1,3.602,1,1
1740614760143910,255,1,3.495,1,1
1740614760163517,255,1,3.392,1,1
1740614760183124,255,1,3.286,1,1
1740614760202731,255,1,3.183,1,1
1740614760222338,255,1,3.074,1,1
1740614760241945,255,1,2.954,1,1
1740614760261552,255,1,2.840,1,1
1740614760281159,255,1,2.726,1,1
1740614760300766,255,1,2.621,1,1
1740614760320373,255,1,2.513,1,1
1740614760339980,255,1,2.402,1,1
1740614760359587,255,1,2.307,1,1
1740614760379194,255,1,2.207,1,1
1740614760398801,255,1,2.122,1,1
1740614760418408,255,1,2.021,1,1
1740614760438015,255,1,1.917,1,1
1740614760457622,255,1,1.809,1,1
1740614760477229,255,1,1.698,1,1
1740614760496836,255,1,1.587,1,1
1740614760516443,255,1,1.473,1,1
1740614760536050,255,1,1.364,1,1
1740614760555657,255,1,1.252,1,1
1740614760575264,255,1,1.141,1,1
1740614760594871,255,1,1.034,1,1
1740614760614478,255,1,0.930,1,1
1740614760634085,255,1,0.829,1,1
1740614760653692,255,1,0.732,1,1
1740614760673299,255,1,0.633,1,1
1740614760692906,255,1,0.529,1,1
1740614760712513,255,1,0.419,1,1
1740614760732120,255,0,0.303,1,1
1740614760751727,255,0,0.185,1,1
1740614760771334,255,0,0.067,1,1
1740614760790941,255,1,4.831,1,1
1740614760810548,255,1,4.715,1,1
1740614760830155,255,1,4.602,1,1
1740614760849762,255,1,4.479,1,1
1740614760869369,255,1,4.375,1,1
1740614760888976,255,1,4.280,1,1
1740614760908583,255,1,4.180,1,1
1740614760928190,255,1,4.076,1,1
1740614760947797,255,1,3.966,1,1
1740614760967404,255,1,3.857,1,1
1740614760987011,255,1,3.757,1,1
1740614761006618,255,1,3.646,1,1
1740614761026225,255,1,3.536,1,1
1740614761045832,255,1,3.415,1,1
1740614761065439,255,1,3.304,1,1
1740614761085046,255,1,3.196,1,1
1740614761104653,255,1,3.097,1,1
1740614761124260,255,1,2.993,1,1
1740614761143867,255,1,2.882,1,1
1740614761163474,255,1,2.788,1,1
1740614761183081,255,1,2.693,1,1
1740614761202688,255,1,2.603,1,1
1740614761222295,255,1,2.509,1,1
1740614761241902,255,1,2.412,1,1
1740614761261509,255,1,2.316,1,1
1740614761281116,255,1,2.226,1,1
1740614761300723,255,1,2.135,1,1
1740614761320330,255,1,2.046,1,1
1740614761339937,255,1,1.946,1,1
1740614761359544,255,1,1.852,1,1
1740614761379151,255,1,1.761,1,1
1740614761398758,255,1,1.678,1,1
1740614761418365,255,1,1.588,1,1
1740614761437972,255,1,1.504,1,1
1740614761457579,255,1,1.428,1,1
1740614761477186,255,1,1.352,1,1
1740614761496793,255,1,1.274,1,1
1740614761516400,255,1,1.202,1,1
1740614761536007,255,1,1.120,1,1
1740614761555614,255,1,1.032,1,1
1740614761575221,255,1,0.950,1,1
1740614761594828,255,1,0.867,1,1
1740614761614435,255,1,0.787,1,1
1740614761634042,255,1,0.702,1,1
1740614761653649,255,1,0.613,1,1
1740614761673256,255,1,0.528,1,1
1740614761692863,255,1,0.444,1,1
1740614761712470,255,0,0.356,1,1
1740614761732077,255,0,0.276,1,1
1740614761751684,255,0,0.194,1,1
1740614761771291,255,0,0.120,1,1
1740614761790898,255,0,0.039,1,1
1740614761810505,255,1,4.837,1,1
1740614761830112,255,1,4.749,1,1
1740614761849719,255,1,4.651,1,1
1740614761869326,255,1,4.561,1,1
1740614761888933,255,1,4.480,1,1
1740614761908540,255,1,4.385,1,1
1740614761928147,255,1,4.295,1,1
1740614761947754,255,1,4.178,1,1
1740614761967361,255,1,4.100,1,1
1740614761986968,255,1,4.022,1,1
1740614762006575,255,1,3.940,1,1
1740614762026182,255,1,3.860,1,1
1740614762045789,255,1,3.771,1,1
1740614762065396,255,1,3.691,1,1
1740614762085003,255,1,3.612,1,1
1740614762104610,255,1,3.540,1,1
1740614762124217,255,1,3.461,1,1
1740614762143824,255,1,3.368,1,1
1740614762163431,255,1,3.271,1,1
1740614762183038,255,1,3.191,1,1
1740614762202645,255,1,3.112,1,1
1740614762222252,255,1,3.022,1,1
1740614762241859,255,1,2.925,1,1
1740614762261466,255,1,2.840,1,1
1740614762281073,255,1,2.759,1,1
1740614762300680,255,1,2.690,1,1
1740614762320287,255,1,2.613,1,1
1740614762339894,255,1,2.532,1,1
1740614762359501,255,1,2.455,1,1
1740614762379108,255,1,2.379,1,1
1740614762398715,255,1,2.298,1,1
1740614762418322,255,1,2.221,1,1
1740614762437929,255,1,2.130,1,1
