POSIX,Digital Pins,Light State,Wheel Analog,Sync Pulse,Camera Pulse
1740614042235041,255,1,10.111,1,1
1740614042254648,255,1,10.111,1,1
1740614042274255,255,1,10.111,1,1
1740614042293862,255,1,10.111,1,1
1740614042313469,255,1,10.111,1,1
1740614042333076,255,1,10.111,1,1
1740614042352683,255,1,10.111,1,1
1740614042372290,255,1,10.111,1,1
1740614042391897,255,1,10.111,1,1
1740614042411504,255,1,10.111,1,1
1740614042431111,255,1,10.111,1,1
1740614042450718,255,1,10.111,1,1
1740614042470325,255,1,10.111,1,1
1740614042489932,255,1,10.111,1,1
1740614042509539,255,1,10.111,1,1
1740614042529146,255,1,10.111,1,1
1740614042548753,255,1,10.111,1,1
1740614042568360,255,1,10.111,1,1
1740614042587967,255,1,10.111,1,1
1740614042607574,255,1,10.111,1,1
1740614042627181,255,1,10.111,1,1
1740614042646788,255,1,10.111,1,1
1740614042666395,255,1,10.111,1,1
1740614042686002,255,1,10.111,1,1
1740614042705609,255,1,10.111,1,1
1740614042725216,255,1,10.111,1,1
1740614042744823,255,1,10.111,1,1
1740614042764430,255,1,10.111,1,1
1740614042784037,255,1,10.111,1,1
1740614042803644,255,1,10.111,1,1
1740614042823251,255,1,10.111,1,1
1740614042842858,255,1,10.111,1,1
1740614042862465,255,1,10.111,1,1
1740614042882072,255,1,10.111,1,1
1740614042901679,255,1,10.111,1,1
1740614042921286,255,1,10.111,1,1
1740614042940893,255,1,10.111,1,1
1740614042960500,255,1,10.111,1,1
1740614042980107,255,1,10.111,1,1
1740614042999714,255,1,10.111,1,1
1740614043019321,255,1,10.111,1,1
1740614043038928,255,1,10.111,1,1
1740614043058535,255,1,10.111,1,1
1740614043078142,255,1,10.111,1,1
1740614043097749,255,1,10.111,1,1
1740614043117356,255,1,10.111,1,1
1740614043136963,255,1,10.111,1,1
1740614043156570,255,1,10.111,1,1
1740614043176177,255,1,10.111,1,1
1740614043195784,255,1,10.111,1,1
1740614043215391,255,1,10.111,1,1
1740614043234998,255,1,10.111,1,1
1740614043254605,255,1,10.111,1,1
1740614043274212,255,1,10.111,1,1
1740614043293819,255,1,10.111,1,1
1740614043313426,255,1,10.111,1,1
1740614043333033,255,1,10.111,1,1
1740614043352640,255,1,10.111,1,1
1740614043372247,255,1,10.111,1,1
1740614043391854,255,1,10.111,1,1
1740614043411461,255,1,10.111,1,1
1740614043431068,255,1,10.111,1,1
1740614043450675,255,1,10.111,1,1
1740614043470282,255,1,10.111,1,1
1740614043489889,255,1,10.111,1,1
1740614043509496,255,1,10.111,1,1
1740614043529103,255,1,10.111,1,1
1740614043548710,255,1,10.111,1,1
1740614043568317,255,1,10.111,1,1
1740614043587924,255,1,10.111,1,1
1740614043607531,255,1,10.111,1,1
1740614043627138,255,1,10.111,1,1
1740614043646745,255,1,10.111,1,1
1740614043666352,255,1,10.111,1,1
1740614043685959,255,1,10.111,1,1
1740614043705566,255,1,10.111,1,1
1740614043725173,255,1,10.111,1,1
1740614043744780,255,1,10.111,1,1
1740614043764387,255,1,10.111,1,1
1740614043783994,255,1,10.111,1,1
1740614043803601,255,1,10.111,1,1
1740614043823208,255,1,10.111,1,1
1740614043842815,255,1,10.111,1,1
1740614043862422,255,1,10.111,1,1
1740614043882029,255,1,10.111,1,1
1740614043901636,255,1,10.111,1,1
1740614043921243,255,1,10.111,1,1
1740614043940850,255,1,10.111,1,1
1740614043960457,255,1,10.111,1,1
1740614043980064,255,1,10.111,1,1
1740614043999671,255,1,10.111,1,1
1740614044019278,255,1,10.111,1,1
1740614044038885,255,1,10.111,1,1
1740614044058492,255,1,10.111,1,1
1740614044078099,255,1,10.111,1,1
1740614044097706,255,1,10.111,1,1
1740614044117313,255,1,10.111,1,1
1740614044136920,255,1,10.111,1,1
1740614044156527,255,1,10.111,1,1
1740614044176134,255,1,10.111,1,1
1740614044195741,255,1,10.111,1,1
1740614044215348,255,1,10.111,1,1
1740614044234955,255,1,10.111,1,1
1740614044254562,255,1,10.111,1,1
1740614044274169,255,1,10.111,1,1
1740614044293776,255,1,10.111,1,1
1740614044313383,255,1,10.111,1,1
1740614044332990,255,1,10.111,1,1
1740614044352597,255,1,10.111,1,1
1740614044372204,255,1,10.111,1,1
1740614044391811,255,1,10.111,1,1
1740614044411418,255,1,10.111,1,1
1740614044431025,255,1,10.111,1,1
1740614044450632,255,1,10.111,1,1
1740614044470239,255,1,10.111,1,1
1740614044489846,255,1,10.111,1,1
1740614044509453,255,1,10.111,1,1
1740614044529060,255,1,10.111,1,1
1740614044548667,255,1,10.111,1,1
1740614044568274,255,1,10.111,1,1
1740614044587881,255,1,10.111,1,1
1740614044607488,255,1,10.111,1,1
1740614044627095,255,1,10.111,1,1
1740614044646702,255,1,10.111,1,1
1740614044666309,255,1,10.111,1,1
1740614044685916,255,1,10.111,1,1
1740614044705523,255,1,10.111,1,1
1740614044725130,255,1,10.111,1,1
1740614044744737,255,1,10.111,1,1
1740614044764344,255,1,10.111,1,1
1740614044783951,255,1,10.111,1,1
1740614044803558,255,1,10.111,1,1
1740614044823165,255,1,10.111,1,1
1740614044842772,255,1,10.111,1,1
1740614044862379,255,1,10.111,1,1
1740614044881986,255,1,10.111,1,1
1740614044901593,255,1,10.111,1,1
1740614044921200,255,1,10.111,1,1
1740614044940807,255,1,10.111,1,1
1740614044960414,255,1,10.111,1,1
1740614044980021,255,1,10.111,1,1
1740614044999628,255,1,10.111,1,1
1740614045019235,255,1,10.111,1,1
1740614045038842,255,1,10.111,1,1
1740614045058449,255,1,10.111,1,1
1740614045078056,255,1,10.111,1,1
1740614045097663,255,1,10.111,1,1
1740614045117270,255,1,10.111,1,1
1740614045136877,255,1,10.111,1,1
1740614045156484,255,1,10.111,1,1
1740614045176091,255,1,10.111,1,1
1740614045195698,255,1,10.111,1,1
1740614045215305,255,1,10.111,1,1
1740614045234912,255,1,10.111,1,1
1740614045254519,255,1,10.111,1,1
1740614045274126,255,1,10.111,1,1
1740614045293733,255,1,10.111,1,1
1740614045313340,255,1,10.111,1,1
1740614045332947,255,1,10.111,1,1
1740614045352554,255,1,10.111,1,1
1740614045372161,255,1,10.111,1,1
1740614045391768,255,1,10.111,1,1
1740614045411375,255,1,10.111,1,1
1740614045430982,255,1,10.111,1,1
1740614045450589,255,1,10.111,1,1
1740614045470196,255,1,10.111,1,1
1740614045489803,255,1,10.111,1,1
1740614045509410,255,1,10.111,1,1
1740614045529017,255,1,10.111,1,1
1740614045548624,255,1,10.111,1,1
1740614045568231,255,1,10.111,1,1
1740614045587838,255,1,10.111,1,1
1740614045607445,255,1,10.111,1,1
1740614045627052,255,1,10.111,1,1
1740614045646659,255,1,10.111,1,1
1740614045666266,255,1,10.111,1,1
1740614045685873,255,1,10.111,1,1
1740614045705480,255,1,10.111,1,1
1740614045725087,255,1,10.111,1,1
1740614045744694,255,1,10.111,1,1
1740614045764301,255,1,10.111,1,1
1740614045783908,255,1,10.111,1,1
1740614045803515,255,1,10.111,1,1
1740614045823122,255,1,10.111,1,1
1740614045842729,255,1,10.111,1,1
1740614045862336,255,1,10.111,1,1
1740614045881943,255,1,10.111,1,1
1740614045901550,255,1,10.111,1,1
1740614045921157,255,1,10.111,1,1
1740614045940764,255,1,10.111,1,1
1740614045960371,255,1,10.111,1,1
1740614045979978,255,1,10.111,1,1
1740614045999585,255,1,10.111,1,1
1740614046019192,255,1,10.111,1,1
1740614046038799,255,1,10.111,1,1
1740614046058406,255,1,10.111,1,1
1740614046078013,255,1,10.111,1,1
1740614046097620,255,1,10.111,1,1
1740614046117227,255,1,10.111,1,1
1740614046136834,255,1,10.111,1,1
1740614046156441,255,1,10.111,1,1
1740614046176048,255,1,10.111,1,1
1740614046195655,255,1,10.111,1,1
1740614046215262,255,1,10.111,1,1
1740614046234869,255,1,10.111,1,1
1740614046254476,255,1,10.111,1,1
1740614046274083,255,1,10.111,1,1
1740614046293690,255,1,10.111,1,1
1740614046313297,255,1,10.111,1,1
1740614046332904,255,1,10.111,1,1
1740614046352511,255,1,10.111,1,1
1740614046372118,255,1,10.111,1,1
1740614046391725,255,1,10.111,1,1
1740614046411332,255,1,10.111,1,1
1740614046430939,255,1,10.111,1,1
1740614046450546,255,1,10.111,1,1
1740614046470153,255,1,10.111,1,1
1740614046489760,255,1,10.111,1,1
1740614046509367,255,1,10.111,1,1
1740614046528974,255,1,10.111,1,1
1740614046548581,255,1,10.111,1,1
1740614046568188,255,1,10.111,1,1
1740614046587795,255,1,10.111,1,1
1740614046607402,255,1,10.111,1,1
1740614046627009,255,1,10.111,1,1
1740614046646616,255,1,10.111,1,1
1740614046666223,255,1,10.111,1,1
1740614046685830,255,1,10.111,1,1
1740614046705437,255,1,10.111,1,1
1740614046725044,255,1,10.111,1,1
1740614046744651,255,1,10.111,1,1
1740614046764258,255,1,10.111,1,1
1740614046783865,255,1,10.111,1,1
1740614046803472,255,1,10.111,1,1
1740614046823079,255,1,10.111,1,1
1740614046842686,255,1,10.111,1,1
1740614046862293,255,1,10.111,1,1
1740614046881900,255,1,10.111,1,1
1740614046901507,255,1,10.111,1,1
1740614046921114,255,1,10.111,1,1
1740614046940721,255,1,10.111,1,1
1740614046960328,255,1,10.111,1,1
1740614046979935,255,1,10.111,1,1
1740614046999542,255,1,10.111,1,1
1740614047019149,255,1,10.111,1,1
1740614047038756,255,1,10.111,1,1
1740614047058363,255,1,10.111,1,1
1740614047077970,255,1,10.111,1,1
1740614047097577,255,1,10.111,1,1
1740614047117184,255,1,10.111,1,1
1740614047136791,255,1,10.111,1,1
1740614047156398,255,1,10.111,1,1
1740614047176005,255,1,10.111,1,1
1740614047195612,255,1,10.111,1,1
1740614047215219,255,1,10.111,1,1
1740614047234826,255,1,10.111,1,1
1740614047254433,255,1,10.111,1,1
1740614047274040,255,1,10.111,1,1
1740614047293647,255,1,10.111,1,1
1740614047313254,255,1,10.111,1,1
1740614047332861,255,1,10.111,1,1
1740614047352468,255,1,10.111,1,1
1740614047372075,255,1,10.111,1,1
1740614047391682,255,1,10.111,1,1
1740614047411289,255,1,10.111,1,1
1740614047430896,255,1,10.111,1,1
1740614047450503,255,1,10.111,1,1
1740614047470110,255,1,10.111,1,1
1740614047489717,255,1,10.111,1,1
1740614047509324,255,1,10.111,1,1
1740614047528931,255,1,10.111,1,1
1740614047548538,255,1,10.111,1,1
1740614047568145,255,1,10.111,1,1
1740614047587752,255,1,10.111,1,1
1740614047607359,255,1,10.111,1,1
1740614047626966,255,1,10.111,1,1
1740614047646573,255,1,10.111,1,1
1740614047666180,255,1,10.111,1,1
1740614047685787,255,1,10.111,1,1
1740614047705394,255,1,10.111,1,1
1740614047725001,255,1,10.111,1,1
1740614047744608,255,1,10.111,1,1
1740614047764215,255,1,10.111,1,1
1740614047783822,255,1,10.111,1,1
1740614047803429,255,1,10.111,1,1
1740614047823036,255,1,10.111,1,1
1740614047842643,255,1,10.111,1,1
1740614047862250,255,1,10.111,1,1
1740614047881857,255,1,10.111,1,1
1740614047901464,255,1,10.111,1,1
1740614047921071,255,1,10.111,1,1
1740614047940678,255,1,10.111,1,1
1740614047960285,255,1,10.111,1,1
1740614047979892,255,1,10.111,1,1
1740614047999499,255,1,10.111,1,1
1740614048019106,255,1,10.111,1,1
1740614048038713,255,1,10.111,1,1
1740614048058320,255,1,10.111,1,1
1740614048077927,255,1,10.111,1,1
1740614048097534,255,1,10.111,1,1
1740614048117141,255,1,10.111,1,1
1740614048136748,255,1,10.111,1,1
1740614048156355,255,1,10.111,1,1
1740614048175962,255,1,10.111,1,1
1740614048195569,255,1,10.111,1,1
1740614048215176,255,1,10.111,1,1
1740614048234783,255,1,10.111,1,1
1740614048254390,255,1,10.111,1,1
1740614048273997,255,1,10.111,1,1
1740614048293604,255,1,10.111,1,1
1740614048313211,255,1,10.111,1,1
1740614048332818,255,1,10.111,1,1
1740614048352425,255,1,10.111,1,1
1740614048372032,255,1,10.111,1,1
1740614048391639,255,1,10.111,1,1
1740614048411246,255,1,10.111,1,1
1740614048430853,255,1,10.111,1,1
1740614048450460,255,1,10.111,1,1
1740614048470067,255,1,10.111,1,1
1740614048489674,255,1,10.111,1,1
1740614048509281,255,1,10.111,1,1
1740614048528888,255,1,10.111,1,1
1740614048548495,255,1,10.111,1,1
1740614048568102,255,1,10.111,1,1
1740614048587709,255,1,10.111,1,1
1740614048607316,255,1,10.111,1,1
1740614048626923,255,1,10.111,1,1
1740614048646530,255,1,10.111,1,1
1740614048666137,255,1,10.111,1,1
1740614048685744,255,1,10.111,1,1
1740614048705351,255,1,10.111,1,1
1740614048724958,255,1,10.111,1,1
1740614048744565,255,1,10.111,1,1
1740614048764172,255,1,10.111,1,1
1740614048783779,255,1,10.111,1,1
1740614048803386,255,1,10.111,1,1
1740614048822993,255,1,10.111,1,1
1740614048842600,255,1,10.111,1,1
1740614048862207,255,1,10.111,1,1
1740614048881814,255,1,10.111,1,1
1740614048901421,255,1,10.111,1,1
1740614048921028,255,1,10.111,1,1
1740614048940635,255,1,10.111,1,1
1740614048960242,255,1,10.111,1,1
1740614048979849,255,1,10.111,1,1
1740614048999456,255,1,10.111,1,1
1740614049019063,255,1,10.111,1,1
1740614049038670,255,1,10.111,1,1
1740614049058277,255,1,10.111,1,1
1740614049077884,255,1,10.111,1,1
1740614049097491,255,1,10.111,1,1
1740614049117098,255,1,10.111,1,1
1740614049136705,255,1,10.111,1,1
1740614049156312,255,1,10.111,1,1
1740614049175919,255,1,10.111,1,1
1740614049195526,255,1,10.111,1,1
1740614049215133,255,1,10.111,1,1
1740614049234740,255,1,10.111,1,1
1740614049254347,255,1,10.111,1,1
1740614049273954,255,1,10.111,1,1
1740614049293561,255,1,10.111,1,1
1740614049313168,255,1,10.111,1,1
1740614049332775,255,1,10.111,1,1
1740614049352382,255,1,10.111,1,1
1740614049371989,255,1,10.111,1,1
1740614049391596,255,1,10.111,1,1
1740614049411203,255,1,10.111,1,1
1740614049430810,255,1,10.111,1,1
1740614049450417,255,1,10.111,1,1
1740614049470024,255,1,10.111,1,1
1740614049489631,255,1,10.111,1,1
1740614049509238,255,1,10.111,1,1
1740614049528845,255,1,10.111,1,1
1740614049548452,255,1,10.111,1,1
1740614049568059,255,1,10.111,1,1
1740614049587666,255,1,10.111,1,1
1740614049607273,255,1,10.111,1,1
1740614049626880,255,1,10.111,1,1
1740614049646487,255,1,10.111,1,1
1740614049666094,255,1,10.111,1,1
1740614049685701,255,1,10.111,1,1
1740614049705308,255,1,10.111,1,1
1740614049724915,255,1,10.111,1,1
1740614049744522,255,1,10.111,1,1
1740614049764129,255,1,10.111,1,1
1740614049783736,255,1,10.111,1,1
1740614049803343,255,1,10.111,1,1
1740614049822950,255,1,10.111,1,1
1740614049842557,255,1,10.111,1,1
1740614049862164,255,1,10.111,1,1
1740614049881771,255,1,10.111,1,1
1740614049901378,255,1,10.111,1,1
1740614049920985,255,1,10.111,1,1
1740614049940592,255,1,10.111,1,1
1740614049960199,255,1,10.111,1,1
1740614049979806,255,1,10.111,1,1
1740614049999413,255,1,10.111,1,1
1740614050019020,255,1,10.111,1,1
1740614050038627,255,1,10.111,1,1
1740614050058234,255,1,10.111,1,1
1740614050077841,255,1,10.111,1,1
1740614050097448,255,1,10.111,1,1
1740614050117055,255,1,10.111,1,1
1740614050136662,255,1,10.111,1,1
1740614050156269,255,1,10.111,1,1
1740614050175876,255,1,10.111,1,1
1740614050195483,255,1,10.111,1,1
1740614050215090,255,1,10.111,1,1
1740614050234697,255,1,10.111,1,1
1740614050254304,255,1,10.111,1,1
1740614050273911,255,1,10.111,1,1
1740614050293518,255,1,10.111,1,1
1740614050313125,255,1,10.111,1,1
1740614050332732,255,1,10.111,1,1
1740614050352339,255,1,10.111,1,1
1740614050371946,255,1,10.111,1,1
1740614050391553,255,1,10.111,1,1
1740614050411160,255,1,10.111,1,1
1740614050430767,255,1,10.111,1,1
1740614050450374,255,1,10.111,1,1
1740614050469981,255,1,10.111,1,1
1740614050489588,255,1,10.111,1,1
1740614050509195,255,1,10.111,1,1
1740614050528802,255,1,10.111,1,1
1740614050548409,255,1,10.111,1,1
1740614050568016,255,1,10.111,1,1
1740614050587623,255,1,10.111,1,1
1740614050607230,255,1,10.111,1,1
1740614050626837,255,1,10.111,1,1
1740614050646444,255,1,10.111,1,1
1740614050666051,255,1,10.111,1,1
1740614050685658,255,1,10.111,1,1
1740614050705265,255,1,10.111,1,1
1740614050724872,255,1,10.111,1,1
1740614050744479,255,1,10.111,1,1
1740614050764086,255,1,10.111,1,1
1740614050783693,255,1,10.111,1,1
1740614050803300,255,1,10.111,1,1
1740614050822907,255,1,10.111,1,1
1740614050842514,255,1,10.111,1,1
1740614050862121,255,1,10.111,1,1
1740614050881728,255,1,10.111,1,1
1740614050901335,255,1,10.111,1,1
1740614050920942,255,1,10.111,1,1
1740614050940549,255,1,10.111,1,1
1740614050960156,255,1,10.111,1,1
1740614050979763,255,1,10.111,1,1
1740614050999370,255,1,10.111,1,1
1740614051018977,255,1,10.111,1,1
1740614051038584,255,1,10.111,1,1
1740614051058191,255,1,10.111,1,1
1740614051077798,255,1,10.111,1,1
1740614051097405,255,1,10.111,1,1
1740614051117012,255,1,10.111,1,1
1740614051136619,255,1,10.111,1,1
1740614051156226,255,1,10.111,1,1
1740614051175833,255,1,10.111,1,1
1740614051195440,255,1,10.111,1,1
1740614051215047,255,1,10.111,1,1
1740614051234654,255,1,10.111,1,1
1740614051254261,255,1,10.111,1,1
1740614051273868,255,1,10.111,1,1
1740614051293475,255,1,10.111,1,1
1740614051313082,255,1,10.111,1,1
1740614051332689,255,1,10.111,1,1
1740614051352296,255,1,10.111,1,1
1740614051371903,255,1,10.111,1,1
1740614051391510,255,1,10.111,1,1
1740614051411117,255,1,10.111,1,1
1740614051430724,255,1,10.111,1,1
1740614051450331,255,1,10.111,1,1
1740614051469938,255,1,10.111,1,1
1740614051489545,255,1,10.111,1,1
1740614051509152,255,1,10.111,1,1
1740614051528759,255,1,10.111,1,1
1740614051548366,255,1,10.111,1,1
1740614051567973,255,1,10.111,1,1
1740614051587580,255,1,10.111,1,1
1740614051607187,255,1,10.111,1,1
1740614051626794,255,1,10.111,1,1
1740614051646401,255,1,10.111,1,1
1740614051666008,255,1,10.111,1,1
1740614051685615,255,1,10.111,1,1
1740614051705222,255,1,10.111,1,1
1740614051724829,255,1,10.111,1,1
1740614051744436,255,1,10.111,1,1
1740614051764043,255,1,10.111,1,1
1740614051783650,255,1,10.111,1,1
1740614051803257,255,1,10.111,1,1
1740614051822864,255,1,10.111,1,1
1740614051842471,255,1,10.111,1,1
1740614051862078,255,1,10.111,1,1
1740614051881685,255,1,10.111,1,1
1740614051901292,255,1,10.111,1,1
1740614051920899,255,1,10.111,1,1
1740614051940506,255,1,10.111,1,1
1740614051960113,255,1,10.111,1,1
1740614051979720,255,1,10.111,1,1
1740614051999327,255,1,10.111,1,1
1740614052018934,255,1,10.111,1,1
1740614052038541,255,1,10.111,1,1
1740614052058148,255,1,10.111,1,1
1740614052077755,255,1,10.111,1,1
1740614052097362,255,1,10.111,1,1
1740614052116969,255,1,10.111,1,1
1740614052136576,255,1,10.111,1,1
1740614052156183,255,1,10.111,1,1
1740614052175790,255,1,10.111,1,1
1740614052195397,255,1,10.111,1,1
1740614052215004,255,1,10.111,1,1
1740614052234611,255,1,10.111,1,1
1740614052254218,255,1,10.111,1,1
1740614052273825,255,1,10.111,1,1
1740614052293432,255,1,10.111,1,1
1740614052313039,255,1,10.111,1,1
1740614052332646,255,1,10.111,1,1
1740614052352253,255,1,10.111,1,1
1740614052371860,255,1,10.111,1,1
1740614052391467,255,1,10.111,1,1
1740614052411074,255,1,10.111,1,1
1740614052430681,255,1,10.111,1,1
1740614052450288,255,1,10.111,1,1
1740614052469895,255,1,10.111,1,1
1740614052489502,255,1,10.111,1,1
1740614052509109,255,1,10.111,1,1
1740614052528716,255,1,10.111,1,1
1740614052548323,255,1,10.111,1,1
1740614052567930,255,1,10.111,1,1
1740614052587537,255,1,10.111,1,1
1740614052607144,255,1,10.111,1,1
1740614052626751,255,1,10.111,1,1
1740614052646358,255,1,10.111,1,1
1740614052665965,255,1,10.111,1,1
1740614052685572,255,1,10.111,1,1
1740614052705179,255,1,10.111,1,1
1740614052724786,255,1,10.111,1,1
1740614052744393,255,1,10.111,1,1
1740614052764000,255,1,10.111,1,1
1740614052783607,255,1,10.111,1,1
1740614052803214,255,1,10.111,1,1
1740614052822821,255,1,10.111,1,1
1740614052842428,255,1,10.111,1,1
1740614052862035,255,1,10.111,1,1
1740614052881642,255,1,10.111,1,1
1740614052901249,255,1,10.111,1,1
1740614052920856,255,1,10.111,1,1
1740614052940463,255,1,10.111,1,1
1740614052960070,255,1,10.111,1,1
1740614052979677,255,1,10.111,1,1
1740614052999284,255,1,10.111,1,1
1740614053018891,255,1,10.111,1,1
1740614053038498,255,1,10.111,1,1
1740614053058105,255,1,10.111,1,1
1740614053077712,255,1,10.111,1,1
1740614053097319,255,1,10.111,1,1
1740614053116926,255,1,10.111,1,1
1740614053136533,255,1,10.111,1,1
1740614053156140,255,1,10.111,1,1
1740614053175747,255,1,10.111,1,1
1740614053195354,255,1,10.111,1,1
1740614053214961,255,1,10.111,1,1
1740614053234568,255,1,10.111,1,1
1740614053254175,255,1,10.111,1,1
1740614053273782,255,1,10.111,1,1
1740614053293389,255,1,10.111,1,1
1740614053312996,255,1,10.111,1,1
1740614053332603,255,1,10.111,1,1
1740614053352210,255,1,10.111,1,1
1740614053371817,255,1,10.111,1,1
1740614053391424,255,1,10.111,1,1
1740614053411031,255,1,10.111,1,1
1740614053430638,255,1,10.111,1,1
1740614053450245,255,1,10.111,1,1
1740614053469852,255,1,10.111,1,1
1740614053489459,255,1,10.111,1,1
1740614053509066,255,1,10.111,1,1
1740614053528673,255,1,10.111,1,1
1740614053548280,255,1,10.111,1,1
1740614053567887,255,1,10.111,1,1
1740614053587494,255,1,10.111,1,1
1740614053607101,255,1,10.111,1,1
1740614053626708,255,1,10.111,1,1
1740614053646315,255,1,10.111,1,1
1740614053665922,255,1,10.111,1,1
1740614053685529,255,1,10.111,1,1
1740614053705136,255,1,10.111,1,1
1740614053724743,255,1,10.111,1,1
1740614053744350,255,1,10.111,1,1
1740614053763957,255,1,10.111,1,1
1740614053783564,255,1,10.111,1,1
1740614053803171,255,1,10.111,1,1
1740614053822778,255,1,10.111,1,1
1740614053842385,255,1,10.111,1,1
1740614053861992,255,1,10.111,1,1
1740614053881599,255,1,10.111,1,1
1740614053901206,255,1,10.111,1,1
1740614053920813,255,1,10.111,1,1
1740614053940420,255,1,10.111,1,1
1740614053960027,255,1,10.111,1,1
1740614053979634,255,1,10.111,1,1
1740614053999241,255,1,10.111,1,1
1740614054018848,255,1,10.111,1,1
1740614054038455,255,1,10.111,1,1
1740614054058062,255,1,10.111,1,1
1740614054077669,255,1,10.111,1,1
1740614054097276,255,1,10.111,1,1
1740614054116883,255,1,10.111,1,1
1740614054136490,255,1,10.111,1,1
